functional.response.block,vol.cm3,footprint.cm2,temp.C,time.d,predator,predmass.g,prey,preymass.g,mass.ratio,prey.density,prey.eaten,prey.alive
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,12,0,12
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,16,0,16
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,20,2,18
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,20,4,16
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,16,2,14
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,12,0,12
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,8,0,8
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,4,4,0
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,2,1,1
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,20,0,20
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,16,3,13
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,12,8,4
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,8,3,5
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,4,0,4
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,2,0,2
30,31524,1970.25,13.1,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,2,2,0
30,31524,1970.25,13.1,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,4,2,2
30,31524,1970.25,13.1,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,8,1,7
30,31524,1970.25,13.1,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,16,0,16
30,31524,1970.25,13.1,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,20,4,16
30,31524,1970.25,13.1,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,2,1,1
30,31524,1970.25,13.1,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,4,0,4
30,31524,1970.25,13.1,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,8,2,6
30,31524,1970.25,13.1,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,16,0,16
30,31524,1970.25,13.1,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,20,10,10
30,31524,1970.25,13.1,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,12,0,12
30,31524,1970.25,13.1,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,12,3,9
31,31524,1970.25,13.1,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,2,2,0
31,31524,1970.25,13.1,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,4,4,0
31,31524,1970.25,13.1,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,8,0,8
31,31524,1970.25,13.1,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,12,12,0
31,31524,1970.25,13.1,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,16,16,0
31,31524,1970.25,13.1,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,20,20,0
31,31524,1970.25,13.1,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,2,0,2
31,31524,1970.25,13.1,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,4,4,0
31,31524,1970.25,13.1,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,8,8,0
31,31524,1970.25,13.5,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,12,12,0
31,31524,1970.25,13.5,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,16,14,2
31,31524,1970.25,13.5,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,20,2,18
31,31524,1970.25,13.5,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,40,8,32
31,31524,1970.25,13.5,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,40,14,26
31,31524,1970.25,13.5,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,40,23,17
31,31524,1970.25,13.5,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,30,19,11
31,31524,1970.25,13.5,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,30,17,13
31,31524,1970.25,13.5,0.75,Cancer pagurus,205.6111765,Mytilus edulis,4.44,46.30882353,30,20,10
32,31524,1970.25,13.5,0.75,Necora puber,157.3638095,Mytilus edulis,26.12,6.024648143,1,0,1
32,31524,1970.25,13.5,0.75,Necora puber,157.3638095,Mytilus edulis,26.12,6.024648143,2,0,2
32,31524,1970.25,13.5,0.75,Necora puber,157.3638095,Mytilus edulis,26.12,6.024648143,3,0,3
32,31524,1970.25,13.5,0.75,Necora puber,157.3638095,Mytilus edulis,26.12,6.024648143,1,0,1
32,31524,1970.25,13.5,0.75,Necora puber,157.3638095,Mytilus edulis,26.12,6.024648143,2,0,2
32,31524,1970.25,13.5,0.75,Necora puber,157.3638095,Mytilus edulis,26.12,6.024648143,3,0,3
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,20,17,3
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,16,0,16
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,12,0,12
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,8,3,5
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,4,0,4
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,2,0,2
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,20,0,20
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,16,4,12
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,12,8,4
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,8,8,0
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,4,0,4
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,2,0,2
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,20,4,16
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,16,4,12
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,12,8,4
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,8,2,6
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,4,0,4
33,31524,1970.25,13.5,0.75,Cancer pagurus,407.11,Mytilus edulis,0.12,3392.583333,2,0,2
